iter	RMSE
933	1380.370746
934	1380.014851
935	1379.667144
936	1379.453774
937	1379.202571
938	1378.847234
939	1378.404438
940	1378.096895
941	1377.747192
942	1377.476206
943	1377.206181
944	1376.751027
945	1376.626185
946	1376.336956
947	1376.085489
948	1375.651722
949	1375.274895
950	1374.989078
951	1374.627086
952	1374.238169
953	1373.952967
954	1373.606061
955	1373.188555
956	1372.806833
957	1372.352322
958	1372.016589
959	1371.722989
960	1371.289519
961	1370.947507
962	1370.534267
963	1370.109883
964	1369.772747
965	1369.217397
966	1368.933905
967	1368.54756
968	1368.30588
969	1368.045209
970	1367.754666
971	1367.627803
972	1367.324952
973	1367.015888
974	1366.570025
975	1366.339094
976	1366.023472
977	1365.637184
978	1365.141709
979	1364.762421
980	1364.32631
981	1364.046885
982	1363.774812
983	1363.466542
984	1363.211361
985	1362.931876
986	1362.530617
987	1362.163949
988	1361.77004
989	1361.39806
990	1361.056832
991	1360.709191
992	1360.262801
993	1359.956621
994	1359.605501
995	1359.391377
996	1359.01079
997	1358.697402
998	1358.389714
999	1358.054257
